N° Enr.;ID_Potentialité;IDZoneIDCadre;Potentialités;Ressources;IDZone;IDCadre
341;913;1705040836;"Présence de la route nationale N°10 et de quelques routes bitumées (38km)
Existence de plusieurs routes secondaires non bitumées (120 km)
Existence des comités de routes dans certains villages.
Entretien des tronçons de routes par les communautés et la mairie.
Présence de barrières de pluies.
Existence des ponts et buses dans plusieurs tronçons de routes.
Appui de l’élite dans l’aménagement des tronçons de routes.";"Mauvais état des routes et ponts.
Insuffisance de routes aménagées.
Absence de matérialisation des routes.
Présence de nombreux bourbiers et impraticabilité des routes en saison de pluies.
Absence/insuffisance de panneaux de signalisation.
Dégradation des ponts et autres ouvrages d’art.
Relief accidenté.
Manque de moyens et la faible capacité d’intervention des comités de route.
Forte pluviométrie.";170504;0836
342;914;1705040846;"Existence de quelques moyens de transport (moto, taxi brousse)
Forte mobilité des populations.
Nombre important de motos taxis.
Présence des routes secondaires et pistes.
Présence des agences de transport (Grand Ouest)";"Insuffisance de moyens de transport.
Coût élevé du transport.
Mauvais état des routes.
Irrégularité des moyens de transport.
Déplacements limités en saison pluvieuse dans certains villages.
Manque de gares routières aménagées.
Manque d’éclairage public sur les voies principales.
Accidents de la route.
Incivisme des automobilistes.
Manque d’organisation et de structuration du secteur.";170504;0846
343;915;1705040838;"Présence d’une population urbaine environ 20 000 hbts
Forte densité de la population (Env. 110/km²)
Présence d’un service d’assainissement.
Existence de nombreuses constructions modernes.
Investissement de l’élite dans la construction de maisons.
Existence des quatre stations services.
Habitat regroupé.
Existence de système d’assainissement.
Existence de nombreuses habitations modernes.
Existence d’une (01) latrine publique.
Existence de quelques kilomètres de voiries revêtues (38 km)
Formation progressive de trois pôles urbains dans la commune (Balessing, Bansoa, Bamendou)";"Mauvais état de la voirie.
Absence d’un plan sommaire d’urbanisme.
Insalubrité.
Manque d’éclairage public.
Absence d’infrastructures commerciales modernes.
Prédominance des maisons précaires et en matériaux provisoires.
Cout élevé et éloignement des points de vente des matériaux de construction.
Coût élevé du transport.
Insuffisance des techniciens du bâtiment.
Insuffisance de toilettes publiques.
Difficulté d’accès à un logement décent.
Insuffisance de maison d’astreinte pour fonctionnaires.
Occupation non planifiée des espaces.
Électrification partielle et instabilité des installations.";170504;0838
344;916;1705040742;"Solidarité vis-à-vis des personnes vulnérables.
Prise en charge familiale des personnes vulnérables.
Existence d’un centre social à Penka Michel.
Existence de quelques associations des personnes vulnérables (CODEHAM, ASEP).
Appuis en matériel aux associations des personnes vulnérables (Moulin, tricycle, béquilles)
Bonne intégration de la colonie Bororo.
Présence d’une crèche pour enfants de 0 à 3 ans à Bansoa.";"Faible encadrement des personnes socialement vulnérables (PSV)
Non recensement des personnes vulnérables.
Difficultés d’insertion professionnelle des PSV
Insuffisance des ressources destinées à la prise en charge des personnes vulnérables.
Faible taux de scolarisation des PSV
Difficultés officialisation des unions.
Faible capacité fonctionnelle du centre social (manque de matériel.
Ignorance des procédures de demande d’assistance aux personnes socialement vulnérables (PSV)
Difficultés de fonctionnement des associations des personnes vulnérables.
Difficulté d’accès aux édifices publics.
Absence d’un programme de prise en charge par les handicapés.
Existence de nombreux enfants n’ayant pas d’actes de naissances.";170504;0742
345;917;1705040243;"Existence de plusieurs associations féminines (environ 80)
Existence de plusieurs corps de métiers chez les femmes.
Motivation des couples à officialiser leur union.
Population en majorité féminine.
Forte implication des femmes dans l’agriculture et l’élevage.
Fort taux de scolarisation des jeunes filles dans le secondaire.
Fort respect des valeurs traditionnelles.
Implication des femmes dans les tontines et l’entraide sociale.
Forte contribution de la femme à l’économie locale.";"Absence de ce centre de promotion de la femme et de la famille.
Difficultés de fonctionnement des associations de femmes (Absence de statuts et de Règlements intérieurs)
Abandon des charges d’encadrement des enfants aux femmes.
Insuffisance de formation professionnelle.
Nombre important de mariage non légalisés.
Faible implication des femmes à la gestion de la commune.
Faible maitrise des droits inhérents aux femmes.
Faible émancipation.
Grossesses précoces et indésirées des jeunes filles.
Existence des cas de violences faites aux femmes.";170504;0243
346;918;1705040426;"Existence de plusieurs associations de jeunes (environ 30)
Forte scolarisation des jeunes.
Forte implication des jeunes dans les AGR
Participation des jeunes aux actions de développement (aménagement des routes, stage de vacances…)
Présence d’une représentation communale du conseil national de la jeunesse.
Implication des jeunes dans l’économie locale (commerce, transports, agriculture, élevage, extraction du sable…)
Organisation des stages de vacances pour jeunes à la mairie.
Appui et octroi des bourses scolaires aux jeunes par l’élite.
Implication des jeunes dans l’organisation des manifestations sportives et culturelles.";"Non légalisation des associations.
Manque de visibilité des programmes nationaux pour la jeunesse (PAJER U, PIASI…)
Difficulté d’accès à l’emploi.
Difficulté de fonctionnement des structures d’encadrement.
Accès difficile aux crédits.
Insuffisance d’appui.
Insuffisance de centre multifonctionnelle de promotion des jeunes.
Cout élevés des études supérieures et professionnelles.
Exode rural et scolaire.
Insuffisance des structures de formations académiques et professionnelles.";170504;0426
347;919;1705040516;"Existence de quelques aires de jeux non aménagés.
Pratique du sport dans les établissements scolaires.
Existence des Club 2zero et vétérans.
Existence des équipes de football.
Organisation et participation aux championnats.
Implication des élites à l’organisation des tournois de vacances.
Implication des jeunes dans la pratique du sport.
Présence de compétences locales.";"Absence d’infrastructures d’encadrement sportif.
Manque d’encadreurs.
Relief accidenté.
Cout élevé des travaux d’aménagement des espaces de jeux.
Mauvaise qualité des infrastructures sportives existantes.
Absence de matériel sportif.
Manque d’équipements sportifs.";170504;0516
348;920;1705040514;"Existence de danses traditionnelles et rites.
Organisation annuelle des festivals culturels (Ekang, Foire Bansoa)
Bonne connaissance des langues locales.
Maitrise de la pharmacopée.
Existence d’un calendrier culturel.
Existence de 2 foyers culturels.
Présence de 04 palais royaux (Bamendou, Balessing, Baloum, Bansoa)
Existence de nombreux groupes de danses traditionnelles et d’associations culturelles.
Existence des patriarches dépositaires de la tradition.
Existence de plusieurs forêts sacrées.
Existence de nombreux artisans.
Bonne connaissance des savoirs artistiques (fabrication de masques, d’objets d’art, sculpture, vannerie)
Forte présence de l’autorité traditionnelle dans la gestion des communautés.
Appui de l’élite à la préservation de la culture et des traditions.";"Influence du modernisme.
Faible appui à l’organisation des rencontres culturelles.
Absence de musées.
Insuffisance de foyers culturels.
Conflits intergénérationnels.
Disparition progressive des plantes médicinales.
Profanation des forêts sacrées.
Perte d’intérêts des jeunes à la culture locale.
Exode rural.
Manque d’appui aux organisations culturelles.
Acculturation des jeunes.";170504;0514
349;921;1705040523;"Existence de la réserve au centre urbain.
Existence de plusieurs savanes et de forêts sacrées.
Existence de quelques auberges.
Organisation annuelle des festivals (Bansoa) et trisannuel (Toula)
Forte production artisanale.
Présence des grottes (Keumbau-Bassossia), des collines et des chutes (bambi, Mvagvag, Metche-bakassa, Fomenlepe-Balefock)
Existence d’une faune diversifiée (panthère, hippopotame, reptile, oiseaux…)
Présence de quelques sites touristiques(maison de Penka Michel à Bawang)";"Absence de structure d’encadrement et de promotion de tourisme.
Mauvais état des routes.
Faible valorisation de la culture.
Insuffisance de structure d’hébergements et de restauration.
Faible fréquentation de la localité.
Sites touristiques non aménagés.
Absence de guides touristiques.
Absence d’un centre de formation hôtelière.
Absence d’une carte touristique locale.";170504;0523
350;922;1705040837;"Respect des domaines fonciers familiaux.
Existence de quelques titres fonciers.
Règlement à l’amiable de quelques litiges fonciers par les chefs et leurs notables.";"Éloignement des services compétents.
Vente illicite des terrains.
Litiges fonciers.
Ignorance des procédures d’immatriculation des terres.
Cout élevés d’immatriculation des terrains.
Absence de lotissements communaux.
Absence d’une réserve foncière.
Faible diffusion des procédures d’immatriculation des terres.
Absence de contrôle domanial.";170504;0837
351;923;1705040939;"Existence de quelques huileries traditionnelles privées.
Présence de plusieurs corps de métiers : artisans (50) et acteurs des petits métiers (30) call boxeurs (11) couturiers (6) coiffeurs (15), restaurateurs (20), Bayam sellam (200)
Diversité des produits artisanaux (paniers, hottes, séchoir, masques, objets de décoration…)
Disponibilité de la matière première (rotin, lianes, bambou de chine, bambou de raphia)
Organisation tous les 2 ans du SIARC.
Existence d’un répertoire national des métiers de l’artisanat.
Existence des structures d’accompagnement (CFCE, Crédit Bail, Agence des PME.";"Faible promotion des petites entreprises.
Manque d’organisation des artisans.
Absence d’un répertoire des artisans.
Baisse des prix des œuvres d’art.
Découragement des artisans et braderie des jouets d’art.
Manque d’équipements adéquats de transformation et de conservation des produits agricoles et d’élevage.
Accès difficile aux crédits.
Faible promotion de l’artisanat.
Absence de structure de formation artisanale et des services d’encadrement.
Absence de marché artisanal.
Désintéressement des jeunes à l’artisanat.
Abandon progressif des activités artisanales.
Non adhésion et réticence des PME à certains programmes de mise à niveau et de normalisation.
Déficit de formation et d’information des acteurs des PME et de l’économie sociale.";170504;0939
352;924;1705040419;"Existence d’un répertoire des plantes médicinales et des tradipraticiens.
Existence des plantes médicinales variées.
Utilisation des foyers améliorés.
Utilisation des engrais, des intrants agricoles et des semences améliorées.
Existence des bêtes de race dans certaines fermes.
Utilisation des Fluentes.";"Absence d’un centre de recherche scientifique.
Éloignement des universités.
Manque de matériel d’exploitation des minerais.
Couts élevés des intrants agricoles.
Éloignement des points d’approvisionnement des intrants et des semences améliorées.
Difficultés d’accès aux bêtes de race.";170504;0419
353;925;1705040829;"Existence de quelques forêts.
Forte production agricole.
Présence de plusieurs carrières de sables.
Présence de carrières de latérites.
Présence de carrières de pierres.";"Absence d’industries.
Cout élevé des études du sous sol.
Exploitation anarchique des carrières de sable.
Manque d’organisation des exploitants.
Conflits d’exploitants.
Relief accidenté.
Difficulté d’accès aux sites.
Faible rentabilité de l’exploitation artisanale.
Insuffisance /manque de moyens matériels et financiers.
Faible transformation locale des produits agricoles.
Pénibilité d’exploitation des ressources minières.
Découragement et abandon.";170504;0829
354;926;1705040921;"Présence d’une grande population de potentiels acheteurs.
Existence de 11 marchés périodiques.
Existence d’un marché central à Penka michel.
Forte production agricole, artisanale.
Commercialisation des produits d’élevage.
Présence de plusieurs points de vente des produits de première nécessité.
Présence de deux vendeurs grossistes au centre urbain.
Présence de nombreux commerçants (plus de 36 commerçants au centre urbain et près de 60.
dans les villages)
Commercialisation des produits forestiers non ligneux";"Absence de centres commerciaux modernes.
Mauvais état des routes.
Éloignement des points de ravitaillement.
Coût élevé du transport.
Coût élevé des produits manufacturés.
Absence/insuffisance de points d’échanges commerciaux.
Faible couverture électrique.
Faible pouvoir d’achat des populations.
Faible rentabilité des produits artisanaux.
Difficulté de conservation des produits.
Difficulté d’évacuation des produits agricoles vers les marchés.
Faible transformation locale.
Concurrence des produits de friperie et asiatiques.";170504;0921
355;927;1705040545;"Existence de plusieurs antennes paraboliques à usage privé.
Existence de quelques antennes de relais téléphonique.
Forte utilisation de téléphones.
Présence de plusieurs callbox.
Présence d’un service de poste.
Fort intérêt de la jeunesse aux nouvelles technologies de l’information et de la communication.";"Absence d’électricité dans certains villages.
Coupures intempestives et prolongées d’électricité.
Absence et instabilité du signal des réseaux téléphoniques Orange, CAMTEL.
Absence et instabilité du signal audiovisuel CRTV dans plusieurs villages.
Manque/insuffisance de moyens financiers.
Insuffisance des points de vente des abonnements téléphoniques.
Manque de télés centres communautaires.
Couts de télécommunication encore élevés.
Dépravation des mœurs.";170504;0545
356;928;1705040517;"Présence de plusieurs montagnes favorables pour l’installation des antennes.
Utilisation moyens traditionnels de communication dans certains villages.
Présence d’un opérateur de câblodistribution.
Couverture parcellaire du signal CRTV
Présence d’une route nationale (N10).
Rôle important des églises dans la communication.";"Difficulté de communication.
Absence de l’énergie électrique.
Absence d’antenne CRTV
Absence d’émetteurs.
Absence de presse locale.
Absence de radio communautaire.
Absence de point de distribution de la presse.
Mauvaise qualité du signal CRTV télé et radio.";170504;0517
357;929;1705040741;"Présence de plusieurs corps de métiers.
Investissement de l’élite dans le secteur privé.
Population majoritairement agricole.
Auto emploi.
Présence de plusieurs tontines avec des caisses secours.
Existence des associations de personnels dans certains établissements scolaires.";"Établissement des contrats informels.
Absence de la sécurité sociale pour les travailleurs.
Ignorance des procédures de demande de couverture sociale.
Non respect de la législation du travail.
Éloignement des services de la CNPS.
Faible rémunération des employés.
Pénibilité du travail.
Insuffisance de syndicats et de mutuelle des travailleurs.
Prise en charge individuelle en cas d’accident de travail.";170504;0741
358;930;1705040418;"Octroi des bourses académiques aux étudiants par l’élite.
Organisation des stages de vacances par la commune.
Volonté certaine des jeunes à continuer dans les établissements supérieurs.
Présence de plusieurs jeunes bacheliers, Licenciés et Ingénieurs.
Existence d’une représentation communale du Conseil National de la Jeunesse.
Existence de quelques associations d’étudiants ressortissants de Penka Michel.
Existence d’une Ferme avicole de l’Université de Dschang à Bansoa.";"Éloignement des établissements d’enseignement supérieur.
Absence de structure pouvant faciliter l’insertion des diplômés du supérieur.
Coût élevé des droits universitaires.
Difficulté de logement des étudiants de la localité hors de la commune.
Difficulté d’insertion des diplômés de la localité.
Faible extension des TIC.
Arrêts des études.";170504;0418
359;931;1705040307;"Présence d’une sous-préfecture à Penka michel.
Présence d’une Brigade de gendarmerie Création périodique des postes de contrôles.
Existence de 4 chefferies supérieures et de 36 chefferies de 3e degré.
Paiement des indemnités aux Chefs de villages.
Existence des centres d’état civil (Penka michel, Banock, Bansoa, Bassossia, Batcheu, Baloum, Bambi, Balefock, Bani, Bamendou, Ndza’a, Bandja, bakassa.
Présence des notables et de chefs de quartiers.
Respect de l’autorité des Chefs traditionnels.
Présence de quelques comités de vigilance.";"Présence des zones à risques.
Présence de plusieurs zones d’inondation.
Insuffisance de postes de sécurité publique.
Manque d’éclairage public.
Mauvais état des routes.
Délinquance.
Existence des conflits fonciers entre individus et sur les limites de villages.
Insuffisance des comités de vigilance.
Éloignement de la sous préfecture et /ou des services de sécurité.
Insuffisance des centres d’Etat Civil et éloignement des centres existants.
Vols et agressions nocturnes";170504;0307
360;932;1705040000;"Présence d’une mairie et des conseillers.
Appui matériel et financier de la mairie aux associations, GIC, jeunes.
Implication des populations à la planification territoriale.";"Lenteur dans les services.
Demande de pourboire.
Manque d’information sur les services et activités de la mairie.
Non restitution publique des sessions du Conseil.
Manque de dialogue entre les conseillers et la population.
Faible implication des élites dans la gestion municipale.
Absence d’information sur l’élaboration du budget, et la non publication du compte administratif.";170504;0000
361;933;1705030930;"Présence de 12 postes agricoles (Fokamezo, Mezet, Bafou, Doumbouo, Maya, Nzah, Lekathou, Banza, Baleveng, Tsinfou, Mbeng, Ndoh).
Présence de 02 magasins de stockage de pomme de terre dans la zone de planification participative de Ndoh.
Présence d’un hangar de commercialisation de la pomme de terre réalisé par le programme « Racines et Tubercules » à Ndoh.
Présence d’un magasin de stockage des pommes de terre à Mézet.
Pratique d’une grande gamme de cultures vivrières et maraîchères: Maïs, arachide, pomme de terre, manioc, taro, macabo, haricot, haricot vert, carottes, chou, poivron, piments, tomates, légume,banane-douce, banane-plantain, piment, aubergine, manioc, igname, patate, oignon, ail.
Présence d’un marché hebdomadaire à Ntsingbeu, Zassé.
Présence d’un point de commercialisation des produits agricoles à Maya.
Présence d’un hangar de la CAPLAME à Fokamezo.
Présence des GIC légalisés dont certains bénéficient des appuis finaniers et en nature: Fokamezo (AZEF, FOMENE, Femmes conformes et Tachouo), Mentsi (TAH CHOU), Batsengla Touzong, Douotsang, Tsingsah (EADS (Eléveurs et Agriculteurs de Dschang), Batsengla Tsingsong (AZ Agriculteurs et Eleveurs de Zem), Bamelia (RENO), Mekong (AEMBA), Minka (AEF), Metsah (APASOL,), Baghonto (APBAC, INJAIBA), Matsingko-Sa’a Fonang (GICABAF et GICAES), Letsiet (GICAEZ,AJEUDEBA, AZIK LELOUNG, Espoir, AMOBA), Mbou (PROMAPO), Doumbouo (PAP, GICs modernes, AEDO, NENON et APAS)
Présence d’une association (Coopérative) des producteurs de pomme de terre à Tchoutsi.
Couverture de l’Arrondissement par le programme ACEFA.
Accompagnement de certains groupes de producteurs par des ONG tel que le GADD.
Existence d’une pépinière de caféier arabica dans la zone de planification participative de Dometsang.
Présence de la MC2 à Doumbouo et au marché Baleveng (faisant dans la vente des produits phytosanitaires).";;170503;0930
362;934;1705030931;"Présence de 02 Centres Zootechniques et Vétérinaires (CZV) au marché Maya et au marché Baleveng.
Présence de 01 Zone de pâturage à Sa’ah.
02 Fermes (vollaile à Pouzang, porcine à Fokamezo).
Pratique de l’élevage de plusieurs espèces animales (chèvres, porcs, poules locales, poulets de chair, cobayes, abeilles, moutons, dindons, oies, bœufs).
Existence des producteurs formés dans l’élevage spécifique de porcs, poules et lapins à Batsengla (Tsingsong)
Présence des associations des éleveurs : Batsengla (Touzong, Douotsang, Tsingsah) (GIC EADS), GIC AZ (Agriculteurs et Éleveurs de Zem), Mekong (AEMBA), Metsah (APASOL), Letsiet (AEDZ, AMOBA)
Présence d’au moins un apiculteur dans les zones d’Aghong-Sopleting, Nkoho, Letsiet.
Présence des fermes modernes de porcs dans les zones de Fokamezo pour le GIC FOMENA (bâtiment de 30 loges) et Aghang.
Présence de quelques élevages intensifs de volaille dans les zones de : Lepoh, Mentsi, Aghang.
Présence d’une société privée d’élevage intensif de la volaille à Pouzang (EPA).
Marchés de vente des productions animales à Fokamezo et à Baleveng.
Présence d’un marché à Ntsingbeu.
Présence d’un conseiller ACEFA dans la zone de Mekong.
Couverture de l’arrondissement par le programme ACEFA.
Accompagnement de certains groupes de producteurs par des ONG tel que le GADD.
Organisation des campagnes de vaccination.
Présence des étangs piscicoles à Fokamezo-Kamnick, à Aghang et à Bawouwoua.";;170503;0931
363;935;1705030640;"Existence de 02 Centres médicaux d’arrondissement.
Existence de 20 Centres de santé (10 intégrés et 10 privés).
Présence d’une association dénommée VI.SA.DE ( Vieillard, Santé et Développement).";;170503;0640
364;936;1705030836;"Existence des routes en terre.
Existence d’une route bitumée (route nationale).";;170503;0836
365;937;1705030415;"Existence d’une inspection d’Arrondissement de l’Education de base (IAEB).
Présence de 23 écoles maternelles dont 02 privées.
Présence de 63 écoles primaires dont 08 privées.";;170503;0415
366;938;1705030514;"01 Musée.
19 Cases communautaires/Foyers.
Apprentissage de la culture dans les établissements du village (les enfants apprennent à lire et écrire le yemba).
Organisation des cours en langue Yemba au Lycée de Ndzih.
Existence d’un calendrier yemba.
Présence d’une bibliothèque à l’école publique de Baghonto.
Présence d’un artiste musicien à Baghonto.
Existence d’un musée à la chefferie supérieure Bafou.
Connaissance du festival culturel le Moû dans les zones de planification participative d’Aghong-Sopleting, de Mentsi, Lepoh, Zuenla, Zemto.
Présence des associations culturelles dans certaines localités : Mazon et CJS (Cercles des jeunes Saakia) à Saakia, Mazoo, femmes générales et jeunes mamans Moh à lepoh ; Nko’ozang et Kana à Toudjio, à Zemto.
Présence des associations qui font dans la danse traditionnelle dans la plupart des zones de planification participative.
Présence des associations culturelles légalisées.
Utilisation des tam-tams.
Présence de nombreuses danses traditionnelles (Samali, Nanlebon, Pangoup, Dahdi, Mezon, Mezop Metsap, Koungang, Lefem, Samba, Kouotcheh, Kwakwa, Nko’sang, Nganhna, Nzeno, Nsie, Nka’a, Djanso, Danse des reines, Lekouan, Pomezong, Akemfokenoy, Kana, Bea, Kuifo’o), Djamcelé, Ka’a, Foussi, Koutchou, Timba, Ngwanlah, Mboutsop Pratique des danses traditionnelles pendant les funérailles dans toutes les zones de planification participative.
Existence des fêtes du village dont les congrès tenus chaque année.
Présence des élites qui aident les enfants du village à travers des appuis financiers et des dons en nature
Présence d’un artiste musicien à Batsengla (Tsingzong).";;170503;0514
367;939;1705030243;"Existence des réunions et associations des femmes dans tous les villages.
Présence de quelques couples légalement mariés dans les zones de planification participative.
Présence d’un Centre d’état-civil secondaire à : Doumbouo, Maya.
Contribution des femmes au développement de l’économie locale à travers les activités agropastorales.
Les femmes cultivent les champs et font le commerce pour nourrir la famille.
Fort taux de scolarisation de la jeune fille dans la plupart des zones de planification participative.";;170503;0243
368;940;1705030742;Présence de 02 Orphelinats.;;170503;0742
369;941;1705030832;"59 Forages.
46 Puits.
09 Adductions en eau avec château.
21 autres hydrauliques (Adductions d’eau gravitaires, sources puits bâches etc.).
Présence du réseau électrique BT/MT avec 35 transformateurs.";;170503;0832
370;942;1705030425;"02 CES
03 CETIC
10 Lycées.";;170503;0425
371;943;1705030735;"Présence d’un EFA à Baleveng.
Présence d’un EFA à la chefferie Fokamezo (03 Km).
Présence du centre de formation de Tockem offrant de nombreuses filières (menuiserie, maçonnerie, couture, broderie électricité, plomberie.
Existence d’une structure de formation professionnelle (IFON) à Ntsengbeu, dispensant les formations en couture, menuiserie et électricité.
Présence d’un centre de formation à Saint-Laurent de Bafou (CEFORCOBA).
Existence de plusieurs types d’emplois pour jeunes (agriculture, élevage, transport, maçonnerie, menuiserie, électricité, moto-taxi, commerçants, éleveurs, agriculteurs, call boxeurs,).
Existence de personnes formées et sans emplois (mécanique auto, infirmiers Diplômés d’Etat, diplômés d’ENIEG, BTS, Gestion comptable, Industrie d’Habillement (IH), Diplômés des écoles d’agriculture, Diplômés des écoles d’élevage).";;170503;0735
372;944;1705030741;"Existence de plusieurs types d’emplois (enseignants, médecins, militaires, polices, gendarmerie, commerçants, techniciens, planteurs, couturiers, coiffeurs, soudeurs, etc.).
Existence de plusieurs classes sociales professionnelles affiliées à la CNPS à Fokamezo (Fokamezo, Makia, Mesap), Batsengla (Suelah), Tchoutsi, Zem-Tezang, Ntsingbeu, Soh, Toudjio.";;170503;0741
373;945;1705030523;"Existence des espaces attrayants (mont Maboukem avec une grotte, chefferies, petite chute à la chefferie Lepoh, Mont Medjio, chute Fo’o Zooh).
Existence d’un site touristique à Tsingbeu (Tockem 01,5 Km).
Accès gratuit au site touristique de Tockem.
Forêt de Mentsi aménagée en site touristique.
Présence des chutes : Folepeh, Tallé, Matsingko-Sa’a Fonang.
Existence du centre touristique Tockem à Ntingbeu.
Existence d’une forêt sacrée accessible au public à Ntingbeu, Poka.
Existence des lieux sacrés réservés aux rites sacrificiels.
Existence des objets d’art à la chefferie de Baletet.
Présence d’une architecture touristique à la chefferie Zemto.
Présence d’un bas-fond exploitable en toutes saisons pour les activités agricoles à Zemto.";;170503;0523
374;946;1705030033;"Présence du service des eaux et Forêts à Nkong-zem.
Présence de certaines espèces ligneuses dans les forêts sacrées dont les kolatiers Eucalyptus, Bado, Cyprès, pin.
Existence d’une forêt communale dans les zones de planification participative de : Baghonto (eucalyptus, Pidjium), Bawouwoua et Sa’ah.
Présence des forêts sacrées dans les zones de planification participative dont : Fokamezo (Fokamezo, Makia, Mesap) 06, Batsengla (Suelah) : forêt de la chefferie BaBatsengla, forêt sacrée de Fometsap, Forêt sacrée de Fomensué, de Foboughon, de Fodzemdou seeh, de Poka, de Baghonto, de Matsingko-Sa’a Fonang, de Pouzang, Zemto, Fotia, Sa’ah, Melio.
Présences des espèces fauniques dont perroquets, rats, oiseaux aux ailes rouges, écureuils, perdrix, hérissons, singes).
Activité de chasse libre dans les forêts sacrées de : Pouzang, Suefeng.
Utilisation du bois d’avocatier pour les constructions.
Présence des raphiales dans certaines zones de planification participative dont : Tekang-Megneh, Touleveng, Sa’ah, Melio, Touza.";;170503;0033
375;947;1705030028;"Utilisation des déchets de cuisine pour la fertilisation des champs.
Présence des clubs des amis de la nature au Lycée Bilingue de Baleveng, Lycée de Bafou sud.
Présence d’un incinérateur au CMA de Baleveng.
Présence de reboisement à Matsingko-Sa’a Fonang, Loh-Kemzi, Bawouwoua.
Présence d’un espace vert à la chefferie de Batsengla.
Abondance de verdure à Lepouo.
Sensibilisation des populations de Suelah sur la protection de l’environnement et la gestion des déchets par Tockem en 2010.
Présence d’un espace vert aménagé à Minka.
Utilisation des techniques d’agroforesteries enseignées par le Peace corps dans la zone de Fokamezo Kamnick-Zemto.
Organisation des travaux communautaires annuels à Baghonto en vue de la préparation des congrès.";;170503;0028
376;948;1705030838;"Présence des habitats individuels.
Présence de quelques habitations en matériaux définitifs.
Existence d’un point d’embarquement et de débarquement des voyageurs à Baghonto.
Existence de quelques tronçons routiers gravillonnés dans la localité de Fokamezo Kamnick-Zemto.
Utilisation des motos taxis et véhicule pour le transport public.
présence des habitats en briques de terre, en semi-dur et en dur.";;170503;0838
377;949;1705030837;"Acquisition des terres par héritage ou par achat.
Cession des terres au plus offrant.
Délimitation des parcelles des terres dans la plupart des zones de planification participative à l’aide de l’arbre de paix.
Disponibilité d’espace d’utilité publique dans les zones de planification participative de : Batsengla (suelah), d’Aghong-Sopleting, Mentsi, Toudjio, Baghonto, Pouzang, Loh-Kemzi, Zemto, Djio, Mbou, Sa’ah.
Présence d’un terrain destiné à la construction de l’École Publique de Lekatchou.
Délimitation des parcelles par les haies vives.
Existence de quelques terrains possédant un titre foncier.
Gestion à l’amiable des conflits fonciers.";;170503;0837
378;950;1705030419;"Présence d’un centre de formation agropastoral (CEFOCOBA à Ndoni Levet/Lepieh .
Présence des plantes médicinales à l’échelle communale et dans la forêt communale à base de quinquina (Baghonto).
Formation des producteurs aux techniques de production du maïs, pomme de terre, haricot et à la multiplication du bananier plantain par les responsables du MINADER.
Existence d’un chercheur/médecin naturopathe à Douotsang .
Présence d’une parcelle de démonstration de l’agriculture biologique à Saakia.";;170503;0419
379;951;1705030921;"10 Marchés.
Existence d’un magasin CAPLAME au marché Maya et Ntsah.
Présence d’un comité de gestion (marché de Baleveng) et de gardiennage (marché de Ndoh).
Bars, restaurants et boutiques permanents existant dans la Commune.
Disponibilité d’un commerce des vivres frais (Pomme de terre, choux, carottes, poireaux) de très grande envergure au lieu-dit pastoral.";;170503;0921
380;952;1705030426;"Présence d’une DAJEC avec un délégué et 01 cadre d’appui (logé à la sous-préfecture).
Présence des associations des jeunes dans la Commune.
Présence du Programme d’Appui à la Jeunesse Urbaine et Rural (PAJER-U) et avec 02 bénéficiaires dans l’Arrondissement de Nkong-zem dans les localités de Dana Mentsi Letsiet (01), Lepoh (01) ;
Existence d’une émission à la radio ngielah « jeunesse citoyenne de la Menoua » 
Organisation des camps de jeunes par la mission catholique .
Existence du CMPJ .
Présence du Programme Jeunesse Culture et Citoyenneté (PJCC) au sein de la Commune.";;170503;0426
381;953;1705030516;"Présence d’une Délégation d’Arrondissement des sports et de l’éducation physique avec un délégué en poste.
Présence d’une association sportive à Melieu-Djieudjiokeng, Dana Mentsi Letsiet, Bawouwoua, Bassessa-Fotsa, Ndzih, Ndoh et Aghang 1 ; Mentsi, de Vétérans FC de Ndzih.
Existence d’un complexe sportif (football, tennis, handball et volleyball) à Bagha.
Existence d’un club de football (star football club de Batsengla crée en 2014).
Organisation des championnats de vacances dans certains villages/quartiers (Chefferie Bafou, Dana Mentsi Letsiet, Metsingko Sa’a Fonang, Lepoh, Doumbouo, Bawouwoua, Touleveng, Banza, Bassessa-Fotsa, Aghang, Baleng (Johny Baleng), Lingang, Metap, Metsop, Ndoh et Mbeng).";;170503;0516
382;954;1705030939;"Présence d’un bureau des artisans à la Mairie.
Présence des artisans du bambou (fabrication des armoires, chaises, plafond, lits, paniers, contrevents à l’échelle communal) et d’un sculpteur (Dana Mentsi Letsiet).
Accompagnement des acteurs de la filière bambous par le GADD et son partenaire le Service Laïc de Coopération et de Développement Belge (SLCDB) à travers le programme de régénération des raphias (PRR) .
Présence d’une association des artisans handicapés à Mbeng.
Présence des établissements de microfinance à Ntsah (MC2 et Express Union).";;170503;0939
